,FIRST,LAST,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,datenbankart,LEBENDIG,AGE
219,Shanta449,West559,ad198818-9c26-eb51-c89b-e7841c53a7ed,1967-01-31 00:00:00.000000,2023-02-15 14:31:59.426314,999-42-2357,S99967392,X72222787X,Mrs.,,Pouros728,M,white,nonhispanic,F,Boston  Massachusetts  US,462 Herzog Harbor,Malden,Massachusetts,Middlesex County,2148.0,42.42140222880376,-71.07958768280834,1167150.0,3003.88,asthma,lebend,56
220,Gwenn701,Bode78,abf964cc-ea3f-ff8f-da7c-5fc7e383a1e7,1975-09-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-82-2589,S99962223,X78323629X,Ms.,,,S,black,nonhispanic,F,Brookline  Massachusetts  US,367 Shanahan Mill,Brookline,Massachusetts,Norfolk County,2446.0,42.32461197545915,-71.11703393803606,1198505.0,3073.92,asthma,lebend,48
221,Leon728,Lang846,61f93d5f-8e1b-ee1d-ef4f-3151713e0e25,1980-04-29 00:00:00.000000,2003-06-10 00:00:00.000000,999-99-4436,S99959853,X87696186X,Mr.,,,,black,nonhispanic,M,Lincoln  Massachusetts  US,897 Stehr Rue Suite 13,Danvers,Massachusetts,Essex County,,42.59658336190227,-70.9631642339588,586478.83,2213.12,asthma,tod,23
222,Ashli227,Lebsack687,4e7ceb0b-a07a-bcf7-2370-fa240f9c1f82,1980-11-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-17-2716,S99943445,X64364494X,Ms.,,,S,white,nonhispanic,F,Duxbury  Massachusetts  US,380 Lang Gateway,Wareham,Massachusetts,Plymouth County,,41.77809893770149,-70.73104041409997,1061995.0,2925.6,asthma,lebend,43
223,Antwan357,Cormier289,e0eecf6d-f370-f8e7-7c10-a086fb7285fb,2014-12-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-55-8167,,,,,,,white,nonhispanic,M,Worcester  Massachusetts  US,212 Kuphal Alley,Worcester,Massachusetts,Worcester County,1606.0,42.23727463961668,-71.73978028000009,18250.0,1937.4,asthma,lebend,9
224,Francoise850,O'Kon634,e91a8fdb-c4ac-2bbf-80ae-892694999deb,1984-08-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-54-1939,S99984731,X81781793X,Mrs.,,Buckridge80,M,white,nonhispanic,F,Newton  Massachusetts  US,989 Schaden Track Apt 59,Boston,Massachusetts,Suffolk County,2111.0,42.320740729310806,-71.12377126800553,110930.0,2582.28,asthma,lebend,39
225,Kaylee703,Koelpin146,f28be05d-3835-51bd-ee89-8e58937b4cd8,1987-06-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-69-9249,S99967570,X28117366X,Mrs.,,Ullrich385,M,asian,nonhispanic,F,Dracut  Massachusetts  US,1016 Dietrich Landing Apt 15,Boston,Massachusetts,Suffolk County,2119.0,42.36857918334452,-71.03987790175314,102370.0,3804.72,asthma,lebend,36
226,Ron353,Cummerata161,1e0205aa-14e6-f0e5-56a1-2046e6bb4b1f,2015-08-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-59-7466,,,,,,,white,nonhispanic,M,Springfield  Massachusetts  US,928 Buckridge Esplanade,Norwell,Massachusetts,Plymouth County,,42.2054145568509,-70.82774977337185,123500.0,1808.24,asthma,lebend,8
227,Devin82,Bashirian201,02a01186-f10f-8bc8-d780-4dbbb3bb7e05,1980-04-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-4106,S99942396,X56518484X,Mr.,,,M,black,nonhispanic,M,Wareham  Massachusetts  US,758 Mertz Camp Suite 44,Danvers,Massachusetts,Essex County,1923.0,42.583120499667,-70.98645336532961,977950.0,2570.6,asthma,lebend,43
228,Tesha491,Crooks415,b472597c-9d4d-d5f2-bf19-57cf3b1bbb6f,2020-02-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-42-9650,,,,,,,white,nonhispanic,F,Attleboro  Massachusetts  US,423 Cassin Fort,Framingham,Massachusetts,Middlesex County,1702.0,42.298190594738685,-71.44524893052602,20900.0,645.8,asthma,lebend,3
229,Roberto515,Wiegand701,dea14bab-d6e6-e3c8-af8a-cc1a1b23cdd9,1967-07-27 00:00:00.000000,2023-02-15 14:31:59.426314,999-52-6418,S99968528,X29620287X,Mr.,,,S,white,nonhispanic,M,Hudson  Massachusetts  US,624 Daniel Fork,Springfield,Massachusetts,Hampden County,1107.0,42.10655067935805,-72.52410036015448,1348140.0,3513.88,asthma,lebend,56
230,Deon400,Dickens475,4a9c88d9-b8dd-8773-4cb1-680698079326,1962-04-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-63-3055,S99965259,X47066816X,Mr.,,,M,white,nonhispanic,M,West Boylston  Massachusetts  US,224 Mraz Spur,Gardner,Massachusetts,Worcester County,,42.62873942204742,-71.98091819644297,1271700.0,3499.68,asthma,lebend,61
231,Laquanda221,Sawayn19,e41c5ba8-554c-fa2e-847d-9a53f4213c72,1971-12-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-20-5701,S99926799,X35468422X,Mrs.,,Jacobi462,M,white,nonhispanic,F,Ashland  Massachusetts  US,430 Welch Tunnel Suite 59,Worcester,Massachusetts,Worcester County,1607.0,42.287776473661296,-71.84702805773206,1062600.0,2637.24,asthma,lebend,52
232,Elvera717,Jerde200,f3143181-dc2c-9b59-a951-9fd6fa1b7a20,1998-02-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-2378,S99959690,X84593641X,Ms.,,,,black,nonhispanic,F,Belchertown  Massachusetts  US,1098 Walsh Junction,Boston,Massachusetts,Suffolk County,2127.0,42.36087804923593,-70.9956568696307,468780.0,2465.64,asthma,lebend,25
233,Lecia978,Dickinson688,17af1849-bd21-359d-6e89-c294f8b8e8bf,1946-04-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-15-7921,S99946768,X1956211X,Mrs.,,Auer97,M,white,nonhispanic,F,Springfield  Massachusetts  US,453 Ziemann Flat,Salisbury,Massachusetts,Essex County,1952.0,42.88593908483514,-70.79872386424495,1516330.0,4836.24,asthma,lebend,77
234,Eliseo499,Hoppe518,5bfd9345-cf34-c01e-3056-8e282658c753,2001-12-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-46-7595,S99936308,,Mr.,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,709 Nicolas Run,Marshfield,Massachusetts,Plymouth County,,42.12631022988852,-70.68695332001789,481680.0,2707.32,asthma,lebend,22
235,Jean712,Schumm995,e4e7052b-c82d-b38b-2f36-f9f5d8fb0c0c,2012-10-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-52-5323,,,,,,,white,nonhispanic,M,Springfield  Massachusetts  US,1005 Johnston Gateway Suite 34,Worcester,Massachusetts,Worcester County,1608.0,42.228940902053246,-71.89004148483079,176400.0,2195.72,asthma,lebend,11
236,Jame231,Willms744,28152e03-0652-c5ff-3945-9417a3d936db,2004-04-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-6805,S99951730,,,,,,white,nonhispanic,M,Franklin  Massachusetts  US,181 Rutherford Port,Charlton,Massachusetts,Worcester County,,42.17887473191405,-71.95721066612444,382460.0,2669.0,asthma,lebend,19
237,Gregory545,Ankunding277,c5a32296-2bfc-f1c9-09f4-4f8510b75b7a,1978-05-27 00:00:00.000000,2023-02-15 14:31:59.426314,999-16-4904,S99926124,X12560378X,Mr.,,,M,white,hispanic,M,Northborough  Massachusetts  US,609 West Haven,Lynn,Massachusetts,Essex County,1901.0,42.48037409559274,-70.95286536546723,871100.0,2249.76,asthma,lebend,45
238,Carey440,Schoen8,9353aa70-39d8-0d49-30a6-5cd39eb6a269,1990-11-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-35-4249,S99931890,X25761531X,Mr.,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,603 Ferry Vista Suite 29,Pittsfield,Massachusetts,Berkshire County,1201.0,42.39926898573325,-73.28497790094278,91630.0,2623.96,asthma,lebend,33
239,Clark193,Veum823,2162bbe6-21c6-d7dd-36e8-b4f06acc9e18,1965-10-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-2360,S99942084,X15227641X,Mr.,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,677 Lindgren Bay,Carver,Massachusetts,Plymouth County,,41.84898538885757,-70.78594545371833,1262150.0,3362.2,asthma,lebend,58
240,Gena729,Bednar518,c50d8eba-23eb-91d4-0775-2eabda387dd8,1995-11-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-67-5319,S99977987,X81752829X,Ms.,,,,white,nonhispanic,F,Lynn  Massachusetts  US,1026 Watsica Gardens,Lynn,Massachusetts,Essex County,1904.0,42.48026248328701,-70.9567253028519,513220.0,2225.64,asthma,lebend,28
241,Gema698,Jones311,cefd1611-9e34-5bf6-a97b-8b93346b0ec6,1956-08-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-6482,S99922958,X10063159X,Mrs.,,Hauck852,M,white,nonhispanic,F,Frankfurt  Hesse  DE,1093 Crist Union,Brockton,Massachusetts,Plymouth County,,42.103947896871446,-71.0549133453921,100239.08,3735.56,asthma,lebend,67
242,Shemika942,Jones311,95fa992c-fb6a-d291-5d2b-178c67061d00,1977-12-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-37-7904,S99916582,X4768236X,Mrs.,,Kris249,M,white,nonhispanic,F,Chicopee  Massachusetts  US,241 Lesch Frontage road Apt 63,Barnstable,Massachusetts,Barnstable County,2637.0,41.74413971177271,-70.30859828554863,131050.0,2849.76,asthma,lebend,46
243,Jude172,Wiza601,045b6219-f3c9-53be-d744-cdba7abe4994,1985-08-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-18-4592,S99958264,X55304128X,Mr.,,,M,black,nonhispanic,M,Belchertown  Massachusetts  US,602 Howell Wynd,Ashby,Massachusetts,Middlesex County,,42.63313676702249,-71.8348324976121,936540.0,2722.28,asthma,lebend,38
244,Everette494,Hyatt152,be62c4d7-3e55-db15-0b8b-fb5022daf807,1986-04-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-92-5737,S99926329,X77603641X,Mr.,,,M,white,nonhispanic,M,Sutton  Massachusetts  US,223 Sauer Mission Suite 9,Fall River,Massachusetts,Bristol County,2721.0,41.5907748071991,-71.07197736679149,752700.0,2162.28,asthma,lebend,37
245,Sandy901,Weissnat378,1db1d4b6-da6d-5e32-6348-fb231e73bffb,1960-05-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-11-3983,S99941306,X44693867X,Mrs.,,Marquardt819,M,white,nonhispanic,F,Wrentham  Massachusetts  US,405 Abshire Wall,Norwell,Massachusetts,Plymouth County,,42.158677021443616,-70.83293922064256,1458405.0,4053.0,asthma,lebend,63
246,Shasta644,Tremblay80,2f724362-c2b2-da76-7592-6ab33b524203,1950-04-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-38-9701,S99994037,X62080638X,Mrs.,,Lesch175,M,white,nonhispanic,F,Williamsburg  Massachusetts  US,853 Littel Highlands,Holliston,Massachusetts,Middlesex County,,42.20871012083359,-71.42885952724562,1581925.0,4824.599999999999,asthma,lebend,73
247,Irwin931,Kub800,18e04c56-05a9-3fe0-d3ef-ec406dd41f1e,1960-08-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-16-5981,S99928652,X31077760X,Mr.,,,M,black,nonhispanic,M,West Springfield  Massachusetts  US,991 Weber Meadow,Townsend,Massachusetts,Middlesex County,,42.65305514402024,-71.73263216953646,1597035.0,4423.0,asthma,lebend,63
248,María del Carmen27,Carrillo204,f5b4f280-fd91-06ec-adab-c2ffc10fa7bd,1993-06-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-56-2074,S99966211,X12207460X,Mrs.,,Ballesteros368,M,black,hispanic,F,Santiago  Santiago Province  CL,961 Klocko Heights Unit 57,Boston,Massachusetts,Suffolk County,2120.0,42.32465598067903,-71.08012405065547,663365.0,2509.8,asthma,lebend,30
249,Gabriel934,Aufderhar910,9fb3e7cd-fb80-c81c-9f90-ec69b48e610d,2003-08-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-68-9828,S99990281,,,,,,white,hispanic,M,Hopkinton  Massachusetts  US,142 Klein Tunnel Suite 95,Revere,Massachusetts,Suffolk County,,42.417892252327526,-70.98052763190964,356020.0,2638.16,asthma,lebend,20
250,Dong972,Mertz280,fbbed02e-a437-5501-1f49-56904bf05e38,2017-04-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-5021,,,,,,,white,hispanic,M,Marlborough  Massachusetts  US,106 Gusikowski Branch,Boston,Massachusetts,Suffolk County,2210.0,42.29177660982232,-71.09719177492217,76500.0,1549.9199999999998,asthma,lebend,6
251,Rosenda12,Borer986,b818cef6-931d-33db-d9e2-f74adf6b39d3,1981-04-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-1451,S99981666,X6035179X,Mrs.,,Steuber698,M,white,nonhispanic,F,Springfield  Massachusetts  US,545 McCullough Esplanade Suite 88,Lawrence,Massachusetts,Essex County,1841.0,42.67075339309299,-71.20830571958072,811520.0,2071.44,asthma,lebend,42
252,Tona622,Kshlerin58,c725064c-a52b-fa99-16ca-cc3cbb88ab3a,1956-04-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-13-9758,S99950613,X36503754X,Mrs.,JD,Nolan344,M,white,nonhispanic,F,Whately  Massachusetts  US,888 Schimmel Avenue,Quincy,Massachusetts,Norfolk County,2170.0,42.26578344857427,-71.0454902524378,1401713.74,4307.719999999999,asthma,lebend,67
253,Tashia814,Mohr916,79fa0c3d-5b04-e40c-90ad-ea43405f76b9,1964-05-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-31-2367,S99987048,X87645610X,Mrs.,,Jacobs452,M,white,nonhispanic,F,Brookline  Massachusetts  US,770 Streich Dam Apt 10,Dartmouth,Massachusetts,Bristol County,,41.539655909825655,-70.95844478529712,1158800.0,3141.36,asthma,lebend,59
254,Hugh686,Hahn503,4ebfbd7d-2f2d-ba88-8a3d-4b48d49735fd,2000-10-09 00:00:00.000000,2008-03-03 00:00:00.000000,999-16-7999,,,,,,,white,nonhispanic,M,Sharon  Massachusetts  US,295 O'Keefe Stravenue,Wareham,Massachusetts,Plymouth County,,41.79747985799831,-70.70150970629523,172815.36000000002,1145.7199999999998,asthma,tod,8
255,Lashawnda573,Hettinger594,e2eec7de-8bee-4f5d-99eb-5758e5a32aff,1946-11-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-9925,S99916629,X16072663X,Mrs.,,Hane680,M,white,nonhispanic,F,Westborough  Massachusetts  US,517 O'Kon Lock Unit 35,Worcester,Massachusetts,Worcester County,1605.0,42.26074281263018,-71.76449890323147,116260.68,3126.4,asthma,lebend,77
256,Marilou153,Murphy561,53c9af01-47ca-314f-b48a-086ba710100b,1971-12-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-29-8107,S99937167,X23975121X,Mrs.,,Hoppe518,M,white,nonhispanic,F,Quincy  Massachusetts  US,467 Streich Promenade,Acton,Massachusetts,Middlesex County,,42.52472782873138,-71.422067594014,1003860.0,2477.24,asthma,lebend,52
257,Sherlene302,Bogan287,31ea5eb2-f326-dc05-3016-e8c7fa9431a1,1949-05-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-74-4603,S99945829,X81553563X,Mrs.,,Price929,M,white,nonhispanic,F,Boxborough  Massachusetts  US,874 Swaniawski Boulevard Suite 96,Seekonk,Massachusetts,Bristol County,,41.84121865832216,-71.30127627013196,1351130.0,4198.76,asthma,lebend,74
258,Ali918,Spinka232,c830f304-afe8-576d-d467-aa54e28d9adf,1975-08-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-83-9870,S99928477,X6957147X,Ms.,,,S,black,nonhispanic,F,Stoneham  Massachusetts  US,560 Pollich Manor Apt 16,Quincy,Massachusetts,Norfolk County,2186.0,42.24622774207383,-71.05149526505771,928980.0,2298.92,asthma,lebend,48
259,Devin82,Corwin846,e8ad0319-cc2a-ec2d-7513-3a7ed691c202,1992-08-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-17-3071,S99924307,X89901825X,Mrs.,,Witting912,M,white,hispanic,F,Concord  Massachusetts  US,714 Farrell Station Apt 74,Boston,Massachusetts,Suffolk County,2115.0,42.40225065451544,-71.04089618251008,86570.0,2683.96,asthma,lebend,31
260,Benjamín452,Padrón382,c6996255-7422-aaaa-9fb7-afd476ff27cb,1985-09-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-12-4037,S99950883,X26059631X,Mr.,,,M,white,hispanic,M,San Salvador  El Salvador  SV,918 Block Heights Suite 30,Lynn,Massachusetts,Essex County,1902.0,42.5179064180887,-71.02006084512888,849820.0,2442.28,asthma,lebend,38
261,Johnie961,Gibson10,87910edd-69f4-0e29-755e-75ab78b906c5,2000-10-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-93-9241,S99916374,X47689991X,Mr.,,,,white,nonhispanic,M,Boston  Massachusetts  US,307 Ziemann Parade Suite 72,Wareham,Massachusetts,Plymouth County,,41.74244472446707,-70.65315205367574,511140.0,2776.48,asthma,lebend,23
262,Joe656,Cole117,921893a7-5cdf-3aa4-b725-874b8df34c0a,1967-09-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-30-9786,S99968283,X43021291X,Mr.,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,763 Lindgren Viaduct Apt 70,Pittsfield,Massachusetts,Berkshire County,,42.41416821935587,-73.30953899119001,1282210.0,3343.88,asthma,lebend,56
263,Un745,Daniel959,41797de5-7fd6-028a-99c8-eaf594c5ae98,2004-12-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-88-6893,,,,,,,white,hispanic,F,Methuen  Massachusetts  US,957 Jacobson Lane Unit 96,Winthrop,Massachusetts,Suffolk County,2128.0,42.34929025376572,-70.97967807602117,424930.0,2769.84,asthma,lebend,19
264,Marilu588,Stehr398,bd83ec30-d2b9-443b-2cf4-1b7d1f6d6a7c,1974-12-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-88-8511,S99968937,X41733633X,Mrs.,,Hilpert278,M,white,hispanic,F,New Bedford  Massachusetts  US,755 Reichert Flat,Fall River,Massachusetts,Bristol County,2721.0,41.63469715083463,-70.96813030849668,1163160.0,2918.92,asthma,lebend,49
265,Miguel815,Koch169,f5df6c9e-440f-529e-1153-2fb59f176695,1997-01-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-97-1035,S99983060,X68689254X,Mr.,,,,white,nonhispanic,M,Fall River  Massachusetts  US,1081 Armstrong Crossroad,Boston,Massachusetts,Suffolk County,2116.0,42.25941114538709,-71.17766611757928,577105.0,2640.64,asthma,lebend,26
266,Kareen958,Abbott774,724dc02d-d2f6-2d72-83c8-b62104618e8f,1978-02-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-75-2154,S99933195,X20158106X,Mrs.,,Terry864,M,white,hispanic,F,Harwich  Massachusetts  US,933 Bednar Track Suite 12,Dracut,Massachusetts,Middlesex County,,42.67782185439269,-71.26878683156998,1031950.0,2699.76,asthma,lebend,45
267,Bernadette714,O'Hara248,cfc234a7-3f17-8eba-a2d2-7fabe15c7737,1964-07-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-34-4047,S99994378,X13937337X,Mrs.,,Dach178,M,white,nonhispanic,F,Fall River  Massachusetts  US,532 Bashirian Esplanade Apt 75,Brockton,Massachusetts,Plymouth County,2301.0,42.048673068586126,-71.02245342192501,1155400.0,3141.36,asthma,lebend,59
268,Nathanael908,Mraz590,0143f82f-82f5-3865-b9ed-5876c966061b,1971-08-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-57-1284,S99995580,X79557303X,Mr.,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,965 Schowalter Spur,New Marlborough,Massachusetts,Berkshire County,,42.08073161372887,-73.2199427942398,1306415.0,3222.24,asthma,lebend,52
269,Guadalupe206,Reséndez908,71e9411a-7765-bf81-9f58-4672047eb72b,1993-03-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-46-2968,S99971759,X65466411X,Mrs.,,Meza847,M,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,569 Bechtelar Vista,Dracut,Massachusetts,Middlesex County,,42.663768896286605,-71.2980144710241,735955.0,2719.8,asthma,lebend,30
270,Anastasia959,Fadel536,1faef3d3-3bbc-1f06-475b-f83f431235d0,2013-04-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-81-1840,,,,,,,white,nonhispanic,F,Springfield  Massachusetts  US,1041 Bashirian Haven Unit 72,Leicester,Massachusetts,Worcester County,,42.20747591825177,-71.94297874489058,23250.0,2066.56,asthma,lebend,10
271,Bobby524,Kuhlman484,ee28c73f-3612-f0fe-bc5d-5768189fde7f,1993-11-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-93-4995,S99949152,X20465243X,Mrs.,,Gleason633,M,black,nonhispanic,F,Wellesley  Massachusetts  US,536 Waters Glen Suite 10,Boston,Massachusetts,Suffolk County,2152.0,42.3426883442903,-71.09352462830945,82906.0,2834.72,asthma,lebend,30
272,Wm806,Dibbert990,67116e0e-0fb2-c55c-8d3c-1405588e0766,2006-07-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-32-3069,,,,,,,white,nonhispanic,M,Topsfield  Massachusetts  US,726 Stiedemann Knoll Suite 5,Milford,Massachusetts,Worcester County,1757.0,42.12450480467805,-71.50138273468212,365400.0,2970.68,asthma,lebend,17
273,Cliff504,Grimes165,0e5dd744-4e72-002a-7688-5bb56d97fd3e,2014-11-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-54-9853,,,,,,,white,nonhispanic,M,Lynnfield  Massachusetts  US,193 Marks Lodge,Great Barrington,Massachusetts,Berkshire County,,42.19033505620152,-73.33320047808844,138700.0,1937.4,asthma,lebend,9
274,Orville751,Bogan287,968c706a-3776-acc1-38a4-820e93906dff,2011-08-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-42-3696,,,,,,,white,nonhispanic,M,Wellesley  Massachusetts  US,742 Harber Camp Apt 36,Barnstable,Massachusetts,Barnstable County,2601.0,41.64680034269112,-70.31111325471556,248600.0,2324.88,asthma,lebend,12
275,Wendell199,Stark857,1af29687-8cdd-b3ee-d677-d7b35b70fea6,1945-01-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-76-6160,S99926012,X78043643X,Mr.,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,1041 Koelpin Annex,Southborough,Massachusetts,Worcester County,,42.30599874103108,-71.54509004964626,1520150.0,4895.4,asthma,lebend,78
276,Walker122,Blanda868,cc78067f-1eaa-bd60-abce-f03381be3afa,1993-09-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-59-2433,S99949953,X40011995X,Mr.,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,627 Mills Throughway Suite 94,New Bedford,Massachusetts,Bristol County,2745.0,41.67670141314423,-70.93282174296668,56451.6,1923.2,asthma,lebend,30
277,Terrell212,O'Keefe54,f36e719e-39de-3117-561d-9de7178a13d4,1981-03-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-68-7262,S99976609,X37444303X,Mr.,,,M,white,nonhispanic,M,Newton  Massachusetts  US,664 Haley Mews Suite 14,Boston,Massachusetts,Suffolk County,2121.0,42.27010250759667,-71.07777246054889,121240.0,2651.44,asthma,lebend,42
278,Trula820,Maggio310,3dac19e4-89b2-011f-d899-47b2f66015a7,1999-04-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-61-3216,S99971725,X63804001X,Ms.,,,,white,nonhispanic,F,Longmeadow  Massachusetts  US,1068 Aufderhar Center,Greenfield,Massachusetts,Franklin County,,42.58597718233391,-72.5936018372172,496950.0,2566.48,asthma,lebend,24
279,Debi992,Padberg411,abf43b12-b4fc-d015-917c-db10cbc2e5d4,1945-04-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-48-8563,S99915230,X84078926X,Mrs.,,Weimann465,M,white,nonhispanic,F,Billerica  Massachusetts  US,934 Lindgren Promenade Unit 29,Brookline,Massachusetts,Norfolk County,2215.0,42.356284772834535,-71.1128482709894,1595500.0,5145.4,asthma,lebend,78
280,Bobette685,Kunze215,188899aa-74ed-0962-73be-e5498054746b,1970-12-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-64-5420,S99943093,X24529343X,Mrs.,,Schmeler639,M,white,nonhispanic,F,Woburn  Massachusetts  US,871 Bartoletti Landing Apt 49,Sturbridge,Massachusetts,Worcester County,1507.0,42.11603641763674,-72.05761657513227,1324015.0,3222.24,asthma,lebend,53
281,Jermaine675,Jakubowski832,d91298a6-0c6f-98a9-3c39-d3683f15c36f,1999-06-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-86-3400,S99933325,X34070249X,Mr.,,,,white,nonhispanic,M,Newton  Massachusetts  US,1073 Leannon Avenue,Lowell,Massachusetts,Middlesex County,1852.0,42.66310408601164,-71.39323208680578,467325.0,2491.48,asthma,lebend,24
282,Destiny774,Kassulke119,75e36512-54a8-7ef1-2414-a06760254cae,1975-03-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-22-4494,S99960218,X59136970X,Mrs.,,Mitchell808,M,white,nonhispanic,F,Brookline  Massachusetts  US,1042 Toy Extension,Lexington,Massachusetts,Middlesex County,,42.431202230068976,-71.21013729375835,1047170.0,2608.92,asthma,lebend,48
283,Maria750,Weissnat378,05292b0a-21ec-c23e-600a-2e4978ac5fa2,2002-02-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-46-6260,S99945602,,Mr.,,,,white,nonhispanic,M,Watertown  Massachusetts  US,546 Klocko Passage,Nahant,Massachusetts,Essex County,,42.42141467199105,-70.94769105311865,455625.0,3489.73,asthma,lebend,21
284,Sherman440,Kuvalis369,5105417b-4ded-29b6-18ff-de0bdc7b8f7e,2009-08-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-33-9747,,,,,,,white,nonhispanic,M,Westborough  Massachusetts  US,770 Bins Neck Unit 74,Hingham,Massachusetts,Plymouth County,,42.22033892303441,-70.89927757529688,22837.4,645.8,asthma,lebend,14
285,Tuan998,Zboncak558,d6e93941-3ae3-73d1-d2cb-e0da49b8b9b4,1966-11-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-51-1470,S99986090,X85843997X,Mr.,,,M,native,nonhispanic,M,Belchertown  Massachusetts  US,270 Boyle Alley Unit 30,Lowell,Massachusetts,Middlesex County,1854.0,42.66685603470066,-71.36875960926703,1107720.0,2963.04,asthma,lebend,57
286,Wynell591,Conn188,cd16c332-d976-4f9c-c008-faa2a2ad9d9f,1996-11-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-73-9152,S99981713,X69391767X,Ms.,,,,white,nonhispanic,F,Concord  Massachusetts  US,908 Welch Mews Unit 18,New Bedford,Massachusetts,Bristol County,2747.0,41.61623459674982,-70.92501205178634,610080.0,2665.64,asthma,lebend,27
287,Zachary28,Stamm704,04168a19-82dc-cf87-7053-6922b5e8de14,1965-04-30 00:00:00.000000,2023-02-15 14:31:59.426314,999-31-9170,S99949701,X81551739X,Mr.,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,372 Eichmann Ville Unit 89,Berlin,Massachusetts,Worcester County,,42.41558336797522,-71.65089103073353,169100.0,3712.2,asthma,lebend,58
